ISO,Year,Value,Description,Country,Source,URL,DownloadDate,Variable,From
EAR,1999,8.96504637368235,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1998,9.50617325485533,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1997,9.97024818819903,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1996,9.23260883966646,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1995,8.60174278769205,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1994,9.02375260183108,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1993,8.00890672279118,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1992,6.56970150532842,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1991,5.66536198149881,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAR,1990,5.11352103417205,"Adjusted net savings, including particulate emission damage (% of GNI)",Early-demographic dividend,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAS,2019,20.5877823828844,"Adjusted net savings, including particulate emission damage (% of GNI)",East Asia & Pacific,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAS,2018,18.7260966353636,"Adjusted net savings, including particulate emission damage (% of GNI)",East Asia & Pacific,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAS,2017,19.1600643555287,"Adjusted net savings, including particulate emission damage (% of GNI)",East Asia & Pacific,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAS,2016,17.9411693250963,"Adjusted net savings, including particulate emission damage (% of GNI)",East Asia & Pacific,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
EAS,2015,17.9910923065498,"Adjusted net savings, including particulate emission damage (% of GNI)",East Asia & Pacific,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,https://api.worldbank.org/v2/country/all/indicator/?indicator=NY.ADJ.SVNG.GN.ZS,2021-07-16,GV1,WB API
